company_id,company_name,affiliation_id,active
DCSYNPCOM001518,Top Cosmetic/Aesthetic Dental Hospitals In Pune,,Y
DCSYNPCOM001647,Top Cosmetic/Aesthetic Dental Hospitals In Vijayaw,,Y
DCSYNPCOM001667,Top Cosmetic/Aesthetic Dental Hospitals In Visakha,,Y
DCSYNPCOM000897,Top Counselling Psychology Hospitals In Pune,,Y
DCSYNPCOM001543,Top Dental Hospitals In Ahmedabad,,Y
DCSYNPCOM001335,Top Dental Hospitals In Bangalore,,Y
DCSYNPCOM001372,Top Dental Hospitals In Chennai,,Y
DCSYNPCOM001685,Top Dental Hospitals In Coimbatore,,Y
DCSYNPCOM000345,Top Dental Hospitals In Delhi,,Y
DCSYNPCOM000286,Top Dental Hospitals In Hyderabad,,Y
DCSYNPCOM001731,Top Dental Hospitals In Indore,,Y
DCSYNPCOM001578,Top Dental Hospitals In Jaipur,,Y
DCSYNPCOM001493,Top Dental Hospitals In Kolkata,,Y
DCSYNPCOM001607,Top Dental Hospitals In Lucknow,,Y
DCSYNPCOM001421,Top Dental Hospitals In Mumbai,,Y
DCSYNPCOM001715,Top Dental Hospitals In Nagpur,,Y
DCSYNPCOM001512,Top Dental Hospitals In Pune,,Y
DCSYNPCOM001631,Top Dental Hospitals In Vijayawada,,Y
DCSYNPCOM001663,Top Dental Hospitals In Visakhapatnam,,Y
DCSYNPCOM001337,Top Dental Implant Hospitals In Bangalore,,Y
DCSYNPCOM001696,Top Dental Implant Hospitals In Coimbatore,,Y
DCSYNPCOM001455,Top Dental Implant Hospitals In Delhi,,Y
DCSYNPCOM001331,Top Dental Implant Hospitals In Hyderabad,,Y
DCSYNPCOM001594,Top Dental Implant Hospitals In Jaipur,,Y
DCSYNPCOM001619,Top Dental Implant Hospitals In Lucknow,,Y
DCSYNPCOM001636,Top Dental Implant Hospitals In Vijayawada,,Y
DCSYNPCOM001738,Top Dental Surgery Clinics In Pipliyahana,,Y
DCSYNPCOM001346,Top Dental Surgery Hospitals In Bangalore,,Y
DCSYNPCOM001380,Top Dental Surgery Hospitals In Chennai,,Y
DCSYNPCOM001596,Top Dental Surgery Hospitals In Jaipur,,Y
DCSYNPCOM001482,Top Dental Surgery Hospitals In Kolkata,,Y
DCSYNPCOM001588,Top Dentofacial Orthopedic Hospitals In Jaipur,,Y
DCSYNPCOM001659,Top Endodontics Clinics In Akkayyapalem,,Y
DCSYNPCOM001689,Top Endodontics Clinics In Saibaba Colony,,Y
DCSYNPCOM001348,Top Endodontics Hospitals In Bangalore,,Y
DCSYNPCOM001457,Top Endodontics Hospitals In Delhi,,Y
DCSYNPCOM001329,Top Endodontics Hospitals In Hyderabad,,Y
DCSYNPCOM001590,Top Endodontics Hospitals In Jaipur,,Y
DCSYNPCOM001497,Top Endodontics Hospitals In Kolkata,,Y
DCSYNPCOM000635,Top ENT Hospitals In Coimbatore,,Y
DCSYNPCOM001908,Top ENT Hospitals In Pune,,Y
DCSYNPCOM000124,Top Eye Hospitals,,Y
DCSYNPCOM000163,Top General Physician Hospitals,,Y
DCSYNPCOM001829,Top General Physician Hospitals In Chennai,,Y
DCSYNPCOM000630,Top General Physician Hospitals In Coimbatore,,Y
DCSYNPCOM000303,Top General Physician Hospitals In Hyderabad,,Y
DCSYNPCOM000688,Top General Physician Hospitals In Indore,,Y
DCSYNPCOM000518,Top General Physician Hospitals In Jaipur,,Y
DCSYNPCOM000448,Top General Physician Hospitals In Kolkata,,Y
DCSYNPCOM000551,Top General Physician Hospitals In Lucknow,,Y
DCSYNPCOM000381,Top General Physician Hospitals In Mumbai,,Y
DCSYNPCOM000660,Top General Physician Hospitals In Nagpur,,Y
DCSYNPCOM000482,Top General Physician Hospitals In Pune,,Y
DCSYNPCOM000577,Top General Physician Hospitals In Vijayawada,,Y
DCSYNPCOM000611,Top General Physician Hospitals In Visakhapatnam,,Y
DCSYNPCOM000526,Top General Surgery Hospitals In Jaipur,,Y
DCSYNPCOM000364,Top Gynecology Hospitals In Chennai,,Y
DCSYNPCOM001037,Top Hair Transplant Surgery Hospitals In Chennai,,Y
DCSYNPCOM000052,Top Hair Transplant Surgery Hospitals In Hyderabad,,Y
DCSYNPCOM000512,Top Internal Medicine Hospitals In Ahmedabad,,Y
DCSYNPCOM000412,Top Internal Medicine Hospitals In Delhi,,Y
DCSYNPCOM000527,Top Internal Medicine Hospitals In Jaipur,,Y
DCSYNPCOM000384,Top Internal Medicine Hospitals In Mumbai,,Y
DCSYNPCOM000109,Top Interventional Cardiology Hospitals,,Y
DCSYNPCOM000821,Top Interventional Cardiology Hospitals In Ahmedab,,Y
DCSYNPCOM000755,Top Interventional Cardiology Hospitals In Kolkata,,Y
DCSYNPCOM000717,Top Interventional Cardiology Hospitals In Mumbai,,Y
DCSYNPCOM000946,Top Interventional Cardiology Hospitals In Nagpur,,Y
DCSYNPCOM000631,Top Lung Speciality Clinics In Pappanaickenpudur,,Y
DCSYNPCOM000587,Top Lung Speciality Hospitals In Vijayawada,,Y
DCSYNPCOM001798,Top Neurology Hospitals In Bangalore,,Y
DCSYNPCOM001823,Top Neurology Hospitals In Chennai,,Y
DCSYNPCOM000031,Top Neurology Hospitals In Hyderabad,,Y
DCSYNPCOM001891,Top Neurology Hospitals In Kolkata,,Y
DCSYNPCOM001833,Top Neurology Hospitals In Mumbai,,Y
DCSYNPCOM001902,Top Neurology Hospitals In Pune,,Y
DCSYNPCOM000580,Top Neurology Hospitals In Vijayawada,,Y
DCSYNPCOM000262,Top Neurosurgery Hospitals In Hyderabad,,Y
DCSYNPCOM001460,Top Oral And Maxillofacial surgery Hospitals In De,,Y
DCSYNPCOM001976,Top Oral And Maxillofacial surgery Hospitals In Hy,,Y
DCSYNPCOM001574,Top Oral And Maxillofacial surgery Hospitals In Ja,,Y
DCSYNPCOM001633,Top Oral And Maxillofacial surgery Hospitals In Vi,,Y
DCSYNPCOM001459,Top Oral Pathology Clinics In Dwarka Sector 11,,Y
DCSYNPCOM001684,Top Orthodontics Clinics In R.S. Puram,,Y
DCSYNPCOM001676,Top Orthodontics Clinics In Seethammadhara,,Y
DCSYNPCOM001623,Top Orthodontics Clinics In Telibagh,,Y
DCSYNPCOM001553,Top Orthodontics Hospitals In Ahmedabad,,Y
DCSYNPCOM001334,Top Orthodontics Hospitals In Bangalore,,Y
DCSYNPCOM001850,Top Orthodontics Hospitals In Chennai,,Y
DCSYNPCOM001913,Top Orthodontics Hospitals In Delhi,,Y
DCSYNPCOM001802,Top Orthodontics Hospitals In Hyderabad,,Y
DCSYNPCOM002006,Top Orthodontics Hospitals In Kolkata,,Y
DCSYNPCOM001432,Top Orthodontics Hospitals In Mumbai,,Y
DCSYNPCOM000878,Top Orthopedic Hospitals In Lucknow,,Y
DCSYNPCOM000502,Top Pathology Clinics In Vastrapur,,Y
DCSYNPCOM001690,Top Pediatric Dental Clinics In Coimbatore Racecou,,Y
DCSYNPCOM001392,Top Pediatric Dental Hospitals In Chennai,,Y
DCSYNPCOM001333,Top Pediatric Dental Hospitals In Hyderabad,,Y
DCSYNPCOM001926,Top Pediatric Dental Hospitals In Jaipur,,Y
DCSYNPCOM001988,Top Pediatric Dental Hospitals In Kolkata,,Y
DCSYNPCOM001536,Top Pediatric Dental Hospitals In Pune,,Y
DCSYNPCOM001535,Top Periodontics Clinics In FC Road,,Y
DCSYNPCOM001740,Top Periodontics Clinics In Nipania,,Y
DCSYNPCOM001364,Top Periodontics Hospitals In Bangalore,,Y
DCSYNPCOM001384,Top Periodontics Hospitals In Chennai,,Y
DCSYNPCOM001992,Top Periodontics Hospitals In Kolkata,,Y
DCSYNPCOM001427,Top Periodontics Hospitals In Mumbai,,Y
DCSYNPCOM001613,Top Prosthodontics Clinics In Chowk,,Y
DCSYNPCOM001664,Top Prosthodontics Clinics In Dwarakanagar,,Y
DCSYNPCOM002002,Top Prosthodontics Clinics In Gomtinagar,,Y
DCSYNPCOM001742,Top Prosthodontics Clinics In Vasant Vihar Colony,,Y
DCSYNPCOM001344,Top Prosthodontics Hospitals In Bangalore,,Y
DCSYNPCOM001849,Top Prosthodontics Hospitals In Chennai,,Y
DCSYNPCOM001514,Top Prosthodontics Hospitals In Pune,,Y
DCSYNPCOM000625,Top Sexology Hospitals In Coimbatore,,Y
DCSYNPCOM001153,Top Skin Hospitals In Ahmedabad,,Y
DCSYNPCOM001014,Top Skin Hospitals In Bangalore,,Y
DCSYNPCOM000058,Top Skin Hospitals In Chennai,,Y
DCSYNPCOM001272,Top Skin Hospitals In Coimbatore,,Y
DCSYNPCOM001087,Top Skin Hospitals In Delhi,,Y
DCSYNPCOM000050,Top Skin Hospitals In Hyderabad,,Y
DCSYNPCOM000043,Top Skin Hospitals In Indore,,Y
DCSYNPCOM001184,Top Skin Hospitals In Jaipur,,Y
DCSYNPCOM000337,Top Skin Hospitals In Lucknow,,Y
DCSYNPCOM001056,Top Skin Hospitals In Mumbai,,Y
DCSYNPCOM001130,Top Skin Hospitals In Pune,,Y
DCSYNPCOM001257,Top Skin Hospitals In Visakhapatnam,,Y
DCSYNPCOM001548,Total 360 Dental Care Clinic,,Y
DCSYNPCOM000396,Total Health Clinic,,Y
DCSYNPCOM001020,Tricho-Derma Hair & Skin Speciality Clinic,,Y
DCSYNPCOM000152,Trilife Hospital,,Y
DCSYNPCOM001974,Triton Hospital,,Y
DCSYNPCOM001375,TruSkin Dermatology Lasers and Anti-Aging Clinic,,Y
DCSYNPCOM000135,Trustwell Hospitals,,Y
DCSYNPCOM001061,Tvaksh Advanced Skin And Hair Clinic,,Y
DCSYNPCOM001161,Twachaa Skin & Cosmetic Clinic,,Y
DCSYNPCOM001097,"Uncover Laser, Skin & Hair Clinic",,Y
DCSYNPCOM000808,Unicare Hospital,,Y
DCSYNPCOM000533,Unikare Hospital,,Y
DCSYNPCOM000794,Upasana Dental Clinic,,Y
DCSYNPCOM001352,Urban Dental Clinic,,Y
DCSYNPCOM000681,Usha Clinic,,Y
DCSYNPCOM001058,V Plant Advance Hair Clinic,,Y
DCSYNPCOM000229,V S Hospitals,,Y
DCSYNPCOM001287,V.S Skin and Hair Clinic,,Y
DCSYNPCOM000515,Ved Multispecility Clinic & Diagnostics,,Y
DCSYNPCOM001339,Vignesh Dental Speciality Center,,Y
DCSYNPCOM001816,Vijeyam Neuro Center,,Y
DCSYNPCOM000648,Vikram E.N.T Hospital & Research Institute,,Y
DCSYNPCOM000166,Vikram Hospitals,,Y
DCSYNPCOM001554,Vinayak Dental And Implant Clinic,,Y
DCSYNPCOM001235,Vipula Hair & Skin Clinic,,Y
DCSYNPCOM000067,Virinchi Hospitals,,Y
DCSYNPCOM001383,Vishnu Dental Clinic,,Y
DCSYNPCOM001013,Vitals Skin and hair clinic,,Y
DCSYNPCOM001970,Viva Luxe Aesthetic Clinic,,Y
DCSYNPCOM001995,Vivanta Clinics,,Y
DCSYNPCOM001369,Vivekananda Hospital,,Y
DCSYNPCOM000885,Vivekananda Polyclinic & Institute Of Medical Scie,,Y
DCSYNPCOM000057,VS Hospitals,,Y
DCSYNPCOM002010,Vydehi Super Speciality Hospital(Mallya Hospital),,Y
DCSYNPCOM001303,West Avenue Medical Centre,,Y
DCSYNPCOM000817,White Lily Children Surgical Hospital & Cardiology,,Y
DCSYNPCOM001340,Wisden Clinics,,Y
DCSYNPCOM000434,Wisdom Super Speciality Hospital,,Y
DCSYNPCOM000956,Wockhardt Hospital,,Y
DCSYNPCOM000947,Wockhardt Super Speciality Hospital (Nagpur),,Y
DCSYNPCOM000388,Xenon Multi-speciality Hospital,,Y
DCSYNPCOM000866,Yaahvi Clinic,,Y
DCSYNPCOM2021,Yashoda Hospitals,,Y
DCSYNPCOM001573,Yashwant Dental Clinic & Implant Centre,,Y
DCSYNPCOM000414,Yatharth Super Speciality Hospital,,Y
DCSYNPCOM000823,Zydus Hospital,,Y
